ID,Comentario de Cliente,temática
462,"Líder, aún espero respuesta de mi reclamo 3922950. Le envie mi correo aburtolarrere@gmail.com y no se dignan contactarse. Hace unos días me llamó Camila Henríquez y me aseguró me enviarían las 4 sillas que no entregaron. Ilusamente le creí y agradeci el contacto porque me dio su nombre y telefono para que la llamara.... JAMÁS ME HA CONTESTADO NI CONTESTA WHATSAPP. Por Messenger solo contesta un robot ....o sea es un robo por parte de Lider porque nadie se quiere hacer responsable.","

Reclamo de un cliente a Wallmart por no haber recibido el pedido completo."
465,GENTE NO COMPREN EN LIDER.... NO ENTREGAN LOS PRODUCTOS Y LUEGO NO DEVUELVEN EL DINERO.....,"
Mala experiencia de compra en Lider."
478,@lider_cl insólito!!! Van dos días y Nadie me contacta ni me da una solución! Más encima me llega un mail con la devolución de una diferencia por los productos faltantes y todavía no me llega nada!!! Por último debieron hacer la devolución de todo el dinero! Alguna solución o tengo que seguir esperando…,"

Insatisfacción con el servicio de atención al cliente de Wallmart."
478,@lider_cl insólito!!! Van dos días y Nadie me contacta ni me da una solución! Más encima me llega un mail con la devolución de una diferencia por los productos faltantes y todavía no me llega nada!!! Por último debieron hacer la devolución de todo el dinero! Alguna solución o tengo que seguir esperando…,"

Insatisfacción del cliente con el servicio de Wallmart."
479,@lider_cl ya se los he enviado mil veces!!! Y ninguna solución! Que hago?,"
Reclamo por falta de solución a un problema."
485,"Johnny Quest el masajeador facial que muestran en 76 mil y fracción en mercado libre esta a 24 mil y con envío gratis, hace dos meses yo lo compré en 17990 en otra tienda de artículos de belleza que se llama Ladywoman, ofertas con tarjeta de crédito en cuotas contado, etc.","
Ofertas en productos de belleza."
489,"@LIDERcl baños super Edo Castillo Sin papel y sin agua, moscas con arcadas.... Que cochinada mas grande.","

Calidad de los baños de Wallmart."
497,Hola amigos En el call no me pescaron Me salio un bicho tipo escarabajo pequeño Denrro de un producto cerrado Great Value Y me hablan de cambiar el producto? En el local donde lo compre…,"

Problemas con un producto comprado en Walmart."
503,@LIDERcl buen día! Desde el día 08/01/22 que realice un reclamo 3912258 y me indicaron que se iba a comunicar lo más pronto posible y sigo esperando. Me llegó un producto distinto la color que pedí y quiero el cambio al color deseado,"
Reclamo de producto distinto al solicitado."
505,"@SERNAC reclamé contra @LIDERcl por no entrega de productos. Recalqué en el reclamo que no quería anulación y la solución de la empresa fue anular UNILATERALMENTE mi compra. Es ilegal, no? Yo expresamente dije que no quería que lo anularan. Se ha abierto procesos antes por eso https://t.co/RnHv5B6c3n","

La ilegalidad de la anulación unilateral de una compra por parte de una empresa."
509,"@LIDERcl @ManneCardenas @LIDERcl la app tiene algún problema con los pesos mi club? Yo e comprado por ahí y no me suman los pesos , en la última compra me fije cuantos tenía y hasta el día de hoy sigo en el mismo monto y la compra fue la semana pasada y según la boleta me dieron 738 pesos.","

Problemas con los puntos Mi Club en la aplicación de Lider."
509,"@LIDERcl @ManneCardenas @LIDERcl la app tiene algún problema con los pesos mi club? Yo e comprado por ahí y no me suman los pesos , en la última compra me fije cuantos tenía y hasta el día de hoy sigo en el mismo monto y la compra fue la semana pasada y según la boleta me dieron 738 pesos.","
Problemas con los puntos Mi Club en la aplicación de Líder."
514,Hice una compra el día 31 y fue agendado para que llegara entre las 3 hasta las 5 de la tarde de ese mismo día. Estamos a martes 4 de Enero y aún no ha llegado!!! Y ahora que hago?? Tengo que esperar mas tiempo? Que mala experiencia.,"
Mala experiencia con el servicio de entrega de Wallmart."
516,"Hola. Hoy, por primera vez, tuve un momento  desagradable en el supermercado, la cajera (caja 12) del líder exprés gran avenida, me cobró de más, cuando le pedí que volviera a pasar los productos, no quería, luego que revirtió la compra y me cobró, pague en efectivo me dió el cambio  incompleto. No me quedé a discutir por mil pesos, le hice la observación a la supervisora.","
Experiencia desagradable con una cajera en un supermercado de Wallmart."
524,"NO COMPREN  en lider.cl ni en la APP, envian productos vencidos y no se hacen cargo.","

Mala experiencia de compra en Lider.cl y la App."
525,Espero que asi sea pero lo llevaremos a televisión porq ayer conocimos otro casoLíder hizo lo mismo pero lleva esperando su devolución de dinero de junio del año pasado y yo no puedo esperar tanto es plata mia q sin permiso sacaron de mi cuenta del banco asi q gracias Quizas a cuantas personas más le hacen lo mismo Y ahí se quedan no hacen nada porq asi es esto aburren a la gente y se siguen haciendo ricos,"

La falta de respuesta por parte de Wallmart a la devolución de dinero de un cliente."
527,"Debió hacerse el despacho ayer entre 19 y 21 hrs y no ha llegado y no han llamado número de pedido 3010320515Nombre Julia López Heiremans RUT 8.321.971-8 Estoy tratando de generar un reclamo telefónicamente y llevo más de 20 minutos o media hora esperando para que se pueda generar el número de reclamo, el sistema me dicen está lento","
Reclamo por retraso en el despacho."
530,Hola Tiene pésima postventaLlevo casi un mes esperando que nos devuelvan el dinero por una compra que no llego,"

Mala atención postventa."
532,"Llevo un mes esperando devolución de mi dinero por una compra anulada por quiebre de stock Más encima era un regalo de navidad para mi hija y me avisan solo el día que tenía que retirar la bicicleta (23 dic ), quedando a  1 día de navidad sin regalo !!He llamado todos los días, todos los días me dicen que mi caso está en gestion o sin respuesta","

El mal servicio al cliente de Wallmart."
532,"Llevo un mes esperando devolución de mi dinero por una compra anulada por quiebre de stock Más encima era un regalo de navidad para mi hija y me avisan solo el día que tenía que retirar la bicicleta (23 dic ), quedando a  1 día de navidad sin regalo !!He llamado todos los días, todos los días me dicen que mi caso está en gestion o sin respuesta","

Mala atención al cliente."
535,"Hola  buenas tardes, me gustaría que sus letreros de ofertas sean ciertos, al comprar una correa de mascota salia en oferta a 6mil y algo y al pasar por caja estaba a valor normal, me he dado cuenta ya en casa pero no es primera vez que me pasa con sus productos","
Inconsistencia de precios en Wallmart."
541,"Hola! El día de ayer realice dos compras por la página web para despacho a domicilio para el día de hoy de 11 a 13, sin embargo no llego ninguna de las dos. Adjunto los números de orden :o9637100364 y o9643136543","
Demora en el despacho de un pedido."
545,"@LIDERcl @nachita3020 Hola hice una compra 23 diciembre y a la fecha aún no ha llegado,","
Retraso en la entrega de un pedido."
548,"Son un fraude realmente en lider, no cargan los puntos y no devuelve el dinero y las respuestas siempre la misma esta en gestión y en tiempo breve lo soluinaran y cuando uno pregunta que es un tiempo breve en cuanto lo solucionen. Esa no es respuesta en Definitiva No solucionan por mi parte a No comprar en lugares donde no dan solución. Claro como una ta les pago no les interesa. Desilusionada yo los recomendaba pero no es solo un caso ya son varios sin solución","
La mala atención al cliente de Wallmart y la falta de solución a los problemas planteados."
550,"@LIDERcl hola! Quiero saber sobre el estado de la compra n° o9605645898 . Pedí la devolución, ya q no estaba el stock de los productos, y no he recibido información del proceso. Gracias!","
Devolución de compra."
553,Hola quiero saber cómo hacer seguimiento de un reclamo Es por cambio de un producto,"
Seguimiento de un reclamo."
556,"tengo 3 casos por 3 compras, 2 son del mes de diciembre en que a la fecha aun no me llega la devolución del dinero, son los casos CAS-3889934 y CAS-3889938. La del mes de enero es 3925985-T1J5L0 Esta semana me dijeron que el ejecutivo me iba a enviar un correo con la solución a mi solicitud de devolución,  pero nunca me contactaron","
Solicitud de devolución de dinero."
566,"Son como la 🍄 me cobraron y nunca despacharon mi pedido, ayer fui al lider a reclamar y se hacen los desentendidos","
Reclamo por falta de entrega de pedido."
581,"Compre por internet y me llego un producto con hongos!!! Mande fotos por wsp de reclamos, quedaron en llamarme y nada ! Espero cualquier cosa pero un alimento con hongos ? Que asco.  una cadena tan grande de supermercados no se fijan en sus productos. Menos mal no compro una abuelita y se haya comido la Asquerosidad con hongos ! Peeesimo.","

Calidad de productos de Wallmart."
588,"Hola, hoy abrimos el costillar que compramos en la misma compra, boleta número 904691645 y esta descompuesto, tiene olor a podrido.Adjunto fotos y boleta MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE Estamos bastantes molestos ya que nos arruino el almuerzo por segunda vez.","

Calidad del producto adquirido en Walmart."
599,LIDER VENDE COSAS QUE NO TIENEN  STOCK Y LUEGO NO DEVUELVEN DINERO LIDER VENDE COSAS QUE NO TIENEN  STOCK Y LUEGO NO DEVUELVEN DINERO LIDER VENDE COSAS QUE NO TIENEN  STOCK Y LUEGO NO DEVUELVEN DINERO LIDER VENDE COSAS QUE NO TIENEN  STOCK Y LUEGO NO DEVUELVEN DINERO LIDER VENDE COSAS QUE NO TIENEN  STOCK Y LUEGO NO DEVUELVEN DINERO,"

Devolución de dinero por productos sin stock."
607,@LIDERcl Buenos días. Hace poco compre un celular por la pagina y nunca me lo entregaron. Lider tiene mala fama de no entregar las cosas y hasta por el SERNAC estan fichados. ¿Hasta cuando tendré que esperar a que solucionen mi problema? Organícense.,"

No entrega de producto comprado por la página de Walmart."
609,"Hola, buenas tardes Me pueden indicar el horario de atención del Lider de Puertas del Mar de La Serena, avenida Francisco de Aguirre N°02 Por favor","
Horario de atención del Lider de Puertas del Mar de La Serena."
612,Es un robo… desde el lunes que estoy esperando mi pedido y nada…Me comunico por whatsapp y vía telefónica y nadie da respuesta. Solo dicen que se van a comunicar por mail y este nunca llega. Una vergüenza….,"

Mala atención al cliente de Wallmart."
616,"Hola, hice una compra y tenía fecha de entrega el 31 de diciembre, aun no llega, ni se han comunicado conmigo,  crei que eran mas serios con las entregas programadas😓 Necesito una respuesta por mi pedido!","
Demora en la entrega de pedido."
623,@LIDERcl @SERNAC cómo es posible que envíen pollos que vencen a los dos días ? Es segunda vez que pido en la app y… https://t.co/jo1GZju0Yn,"
Calidad de los productos de Wallmart."
626,"@LIDERcl lo hice por vigésima vez y adivinen que? me dieron la misma respuesta, está en gestión, mas de 45 días egs… https://t.co/JNySm4x04F @LIDERcl Entiendo tu molestia. El área encargada te contactará. Reitero las disculpas. ¡Saludos! respuesta tipica de ustedes por acá, más de 45 días esperando que alguien se comunique y no pasa nada de nada, cuando me devolveran dinero de la compra del 11 de diciembre? @SERNAC","
Reclamo por demora en la respuesta y devolución de dinero."
628,"@OsoMaki Yo amo pickup de @LIDERcl Y ojo, hay despacho a domicilio sobre 15 Lucas de compra online...Puedes se más chico todavía jaja","

El servicio de recogida en tienda (pickup) y el servicio de despacho a domicilio de LIDER."
631,Pésima atención... Hice una compra un comedor y no trae los tornillos para armarlo... Me he comunicado por todos los medios y nada... Sin respuesta... Un asco de tienda ...pésima atención,"
Mala atención al cliente."
